wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:01306582n,,"musical_plagiarism, music_plagiarism, plagiarized_music",Music plagiarism is the use or close imitation of another author's music while representing it as one's own original work.,"plagio_musical, música_plagiada",YES,
,bn:01411689n,,"musical_memory, music-related_memory, memorizing_memory","The ability to remember music-related information, such as melodic content and other progressions of tones or pitches.","memoria_musical, memoria_relacionada_a_la_música",YES,
,bn:03768956n,,musical_historicism,"Musical historicism signifies the use of historical materials, structures, styles, techniques, media, conceptual content, etc., whether by a single composer or those associated with a particular school, movement, or period.",historicismo_musical,YES,
,bn:02297250n,,musical_guest,"A musical guest is a singer, band, or other musician who makes a brief musical appearance on a television program of a non-musical nature.",hésped_musical,YES,
,bn:01519462n,,musica_poetica,Musica poetica was a term commonly applied to the art of composing music in sixteenth- and seventeenth-century German schools and universities.,música_poética,YES,
,bn:01383183n,,music_without_sound,"Music without sound can refer to music that falls outside the range of human hearing or to compositions, such as visual music, that are analogous to or suggestive of conventional music but in media other than sound, such as color, shape, position, motion and literature.",música_sin_sonido,YES,
,bn:00183743n,,music_tourism,"Music tourism is the act of visiting a city or town, to see a music festival or other music performances.",turismo_musical,YES,
,bn:00556128n,,music_session,A music session is a social gathering of musicians and singers who perform music in a relatively informal context.,sesión_musical,YES,
,bn:00056455n,,music_school,A school specializing in music,escuela_de_música,YES,
,bn:01356679n,,"music_radio, radio",Music radio is a radio format in which music is the main broadcast content.,"radio_musical, radio",YES,
,bn:01884385n,,music_popularity_index,"A music popularity index is a recorded music ranking, classified by popularity, which can be measured in many different ways.",índice_de_popularidad_de_música,YES,
,bn:03483246n,,"music_on_demand, music-on-demand",Music-on-demand is a music distribution model conceived with the growth of two-way computing and telecommunications in the early 1990s.,música_por_encargo,YES,
,bn:03884798n,,"music_of_the_former_netherlands_antilles, curacao_music, music_of_curacao, music_of_bonaire_and_curaçao, music_of_the_netherlands_antilles, music_of_netherlands_antilles_and_aruba, music_of_bonaire, bonaire_music, music_of_bonaire_and_curacao, music_of_aruba, dutch_antillean_music, music_of_saba, music_of_sint_eustatius, music_of_the_dutch_antilles, music_of_aruba_and_the_netherlands_antilles, curaçao_music, music_of_aruba_and_the_dutch_antilles, music_of_sint_maarten, music_of_saint_eustatius","The music of the former Netherlands Antilles is a mixture of native, African and European elements, and is closely connected with trends from neighboring countries such as Venezuela and Colombia and islands such as Puerto Rico, Cuba, Santo Domingo, Haiti, Martinique, Trinidad, Dominica, and Guadeloupe.","música_de_las_antiguas_antillas_neerlandesas, música_curasao, música_de_curasao, música_de_bonaire_y_curacao, música_de_las_antillas_neerlandesas, música_de_las_antillas_neerlandesas_y_aruba, música_de_bonaire, música_bonaire, música_de_aruba, música_antillana_holandésa, música_de_saba, música_de_sint_eusatius, m?sica-de_las_antillas_holandesas, música_de_aruba_y_de_las_antillas_neerlandesas, música_curasao, música_de_sint_maarten",YES,
,bn:15013374n,,music_of_scotland_in_the_nineteenth_century,"Music of Scotland in the nineteenth century includes all forms of music production in the period, in Scotland or by Scottish people.",música_en_escocia_en_el_siglo_decimonoveno,YES,
,bn:14490854n,,music_of_scotland_in_the_eighteenth_century,"Music of Scotland in the eighteenth century includes all forms of music made in Scotland, by Scottish people, or in forms associated with Scotland, in the eighteenth century.",música_en_escocia_en_el_siglo_decimoctavo,YES,
,bn:03366518n,,"music_of_rwanda, rwandan_music, rwandan_dance, rwanda_music","The music of Rwanda encompasses Rwandan traditions of folk music as well as contemporary East African Afrobeat and Congolese ndombolo, and performers of a wide variety of Western genres including hip-hop, R&B, gospel music and pop ballads.","música_de_ruanda, música_ruandesa, baile_ruandés, música_de_ruanda",YES,
,bn:00155989n,,music_of_java,"The Music of Java embraces a wide variety of styles, both traditional and contemporary, reflecting the diversity of the island and its lengthy history.",música_de_java,YES,
,bn:03286664n,,music_of_georgia,"Georgia's musical history is diverse and substantial; the state's musicians include Southern rap groups such as Outkast and Goodie Mob, as well as a wide variety of rock, pop, blues, and country artists such as the late Ray Charles, Otis Redding, James Brown, and The Allman Brothers Band.",música_de_georgia,YES,
,bn:03887340n,,"music_of_eswatini, music_of_swaziland, swazi_music","The music of Eswatini is composed of both ethnic Swazi music and varieties of folk music as well as modern genres such as rock, pop and hip hop, which has been popular in Eswatini since headed by bands such as Vamoose.","música_de_eswatini, música_de_swazilandia, música_suazi",YES,
,bn:01720400n,,music_of_canadian_cultures,Music of Canadian Cultures is a wide and diverse accumulation of music from many different individual communities all across Canada.,música_de_la_cultura_canadiense,YES,
,bn:00986925n,,"music_librarianship, music_librarian","Music librarianship is the area of librarianship that pertains to music collections and their development, cataloging, preservation and maintenance, as well as reference issues connected with musical works and music literature.",música_liberiana,YES,
,bn:02092516n,,music_jury,"A music jury is a final performance by a music student for a panel of jurors, usually consisting of faculty of the institution.",música_del_jurado,YES,
,bn:16593335n,,music_industry_of_east_asia,"The music industry of East Asia, a region that includes Mainland China, Hong Kong, Macau, Japan, Mongolia, North Korea, Singapore, South Korea and Taiwan is developed economic sector that is home to some of the world's largest music markets.",industria_musical_del_lejano_oriente,YES,
,bn:00246257n,,"music_in_psychological_operations, music_torture, sound_torture, noise_torture, musical_torture, mark_hadsell, music_as_torture",Music can be used as a tool of psychological warfare.,"música_en_los_procedimientos_psicológicos, tortura_musical, tortura_del_sonido, tortura_del_ruido, tortura_musical, mark_hadsell, música_como_tortura",YES,
,bn:16132490n,,music_in_early_modern_scotland,Music in early modern Scotland includes all forms of musical production in Scotland between the early sixteenth century and the mid-eighteenth century.,música_en_la_escocia_moderna_temprana,YES,
,bn:01232800n,,music_in_ancient_india,"Music in ancient India, encompassing the Indian subcontinent, can be reproduced from written works dating to the Indian classical period, such as the Nātya Shastra, and through surviving examples of liturgical music such as the hymns of the Samaveda.",música_en_la_india_antigua ,YES,
,bn:03143968n,,"music_history_of_the_united_states_in_the_1980s, music_of_the_united_states, 1980s_soft_rock, music_history_of_the_united_states, 1980s_light_rock","Popular music of the United States in the 1980s saw heavy metal, country music, Top40 hits, hip hop, MTV, CMJ, and new wave as mainstream.","historia_musical_de_los_estados_unidos_en_los_1980s, música_de_los_estados_unidos, soft_rock_de_1980s, rock_ligero-de_1980s",YES,
,bn:14124703n,,"music_composition_and_composers_in_prishtina, music_composition_and_composers_in_pristina",Music composition and composers in Pristina refers to music composition and composers who have left their mark in Pristina.,composición_musical_y_compositores_en_prishtina,YES,
,bn:16117466n,,"music_community, online_music_community",A music community is a group of people involved in a given type of music.,"comunidad_musical, comunidad_musical_online",YES,
,bn:01401510n,,"music_at_sporting_events, music_in_football","The use of music at sporting events is a practice that is thousands of years old, but has recently had a resurgence as a noted phenomenon.","música_en_los_eventos_deportivos, música_en_el_fútbol",YES,
,bn:03361595n,,"music_and_politics, political_music, politics_in_music, music_in_politics, folk_music_and_politics, politics_and_music","The connection between music and politics, particularly political expression in song, has been seen in many cultures.","música_y_política, música_política, política_en_música, música_folk_y_política, política_y_música",YES,
,bn:02076327n,,music_and_political_warfare,Music and political warfare have been used together in many different political contexts and cultures as a way to reach a targeted audience in order to deliver a specific political message.,música_y_bienestar_político,YES,
,bn:01668885n,,multisided_record,A multisided record is a type of vinyl record which has more than one groove per side.,disco_multilado,YES,
,bn:02859253n,,mult_box,"A mult box is ""a metal box with multiple outputs of a single audio source .""",caja_multiple,YES,
,bn:03636988n,,"mu_chord, mu_major, steely_dan_chord, mu_major_chord","A mu major chord or mu chord is a particular voicing of an add 2 or ""add 9"" chord.","acorde_mu, mayor_mu, acorde_dan_duro, acorde_mayor_mu",YES,
,bn:03799791n,,"moravian_church_music, moravian_music",The Moravian musical tradition in United States began with the earliest Moravian settlers in the first half of the 18th century.,"música_de_la_iglesia_morava, música_morava",YES,
,bn:00055759n,,monotone,A single tone repeated with different words or different rhythms (especially in rendering liturgical texts),monótono,YES,
,bn:03821507n,,monad,"In music, a monad is a single note or pitch.",monad,YES,
,bn:03139545n,,modern_soul,"Modern soul is a style of music with associated clothing and dance styles, that developed in Northern England in the early 1970s.",soul_moderno,YES,
,bn:00175957n,,"mixture, mixture_stop","A mixture is an organ stop, usually of principal tone quality, that contains multiple ranks of pipes including at least one mutation stop.",mixtura,YES,
,bn:01923623n,,"misogyny_in_hip_hop_culture, misogyny_in_rap_music","Misogyny in rap music refers to lyrics, videos or other aspects of rap music that support, glorify, justify, or normalize the objectification, exploitation, or victimization of women.","misoginia_en_la_cultura_hip_hop, misoginia_en_la_música_rap",YES,
,bn:01437073n,,"minneapolis_hardcore, list_of_minneapolis_hardcore_bands",Minneapolis hardcore is a form of hardcore punk that has evolved since the mid-1970s.,"hard_core_de_mineápolis, lista_de_bandas_de_hard_core_de_mineápolis",YES,
,bn:01932888n,,minimusical,"Minimusical refers to works of musical theatre where elements of a musical, especially songs and dialogue, are incorporated into a short work for performance.",minimusical,YES,
,bn:01515592n,,"mini_cd_single, 3""_cd_single, cd3, 3-inch_cd_single","The mini CD single is a music single released on a mini Compact Disc that measures 8 cm in diameter, rather than the standard 12 cm.",mini_sencillo_en_cd,YES,
,bn:02141845n,,"mind_rhyme, subverted_rhyme, teasing_rhyme","A subverted rhyme, teasing rhyme or mind rhyme is the suggestion of a rhyme which is left unsaid and must be inferred by the listener.","rima_mental, rima_subvertida, rima_de_broma",YES,
,bn:14216443n,,"military_and_processional_music, military_&_processional_music","Military and processional music was designed to fulfil necessary functions in a military environment, and accompanies pageants, parades, ceremonies, processions.",música_militar_y_procesional,YES,
,bn:02775673n,,"middleground, structural_level, background, strata, foreground, schichten","In Schenkerian analysis, a structural level is a representation of a piece of music at a different level of abstraction, with levels typically including foreground, middleground, and background.","punto_medio, nivel_estrcuctural, de_fondo, estrato, primer_plano, schichten",YES,
,bn:02586440n,,"métis_fiddle, metis_fiddle, métis_fiddling, metis_fiddling","Métis fiddle is the style that the Métis of Canada and Métis in the northern United States have developed to play the violin, solo and in folk ensembles.",violín_de_métis,YES,
,bn:03404932n,,"memphis_soul, memphis_soul_music","Memphis soul, also known as the Memphis sound, was the most prominent strain of Southern soul.","soul_de_memphis, música_soul_de_memphis",YES,
,bn:01932891n,,memotron,"The memotron is a virtual mellotron, based on digitized samples from the original keyboard's sounds.",memotron,YES,
,bn:02447073n,,"melodics, melodik","Melodics is the features of melody that are characteristic for a particular style, period, or group of composers, e.g. baroque melodics, the melodics of Frédéric Chopin's compositions.",melódico,YES,
,bn:03645393n,,melodica_in_music,Melodica in music refers to the musical use of melodica.,melódica_en_la_música,YES,
,bn:03334099n,,melodeclamation,Melodeclamation was a chiefly 19th century practice of reciting poetry while accompanied by concert music.,melodeclamación,YES,
,bn:00962539n,,mbira_music,"In Zimbabwean music, mbira music is music played on an mbira, a traditional instrument of the Shona people of Zimbabwe.",música_mbira,YES,
,bn:03624098n,,"matrix, at-oddness, bound-upness","In music, especially folk and popular music, a matrix is an element of variations which does not change.","matrix, at-oddness, bound-upness",YES,
,bn:03391358n,,"matra, matras","In Indian classical music, a matra is a beat, the smallest rhythmic sub-unit of a tala - the musical meter.","matra, matras",YES,
,bn:01333689n,,"matepe, mbira_matepe",The matepe is a type of lamellophone played in North-Eastern Zimbabwe.,"matepe, mbira_matepe",YES,
,bn:00607427n,,mata-kantiga,"Mata-kantiga is a Malay genre of music of Portuguese origin, very similar to other Portuguese folk music, like the Desgarrada, to Repente, Cururu and Trova.",mata-kantiga,YES,
,bn:01039135n,,mascherata,A mascherata is a dance from the sixteenth century and was particularly popular in Florence.,mascherata,YES,
,bn:02599325n,,"marfa, timki",Marfa also Timki is a single hemispherical drum or percussion instrument.,"mafta, timki",YES,
,bn:00202923n,,"marching_percussion, marching_percussion_instrument, battery, drumline",Marching percussion instruments are instruments specially designed to be played while moving.,"percusión_de_marcha, instrumento_de_percusión_de_marcha",YES,
,bn:03873627n,,"māori_music, waiata, māori_instrument, māori_instruments, maori_music","Traditional Māori music, or pūoro Māori, is composed or performed by Māori, the native people of New Zealand, and includes a wide variety of folk music styles, often integrated with poetry and dance.","música_maorí, waiata, instrumento_maorí, instrumentos_maorí, música_maorí",YES,
,bn:03487502n,,"manualism, hand_tunes, hand_music, hand_farts, hand_farting",Manualism is the art of playing music by squeezing air through the hands.,"manualism, tonada_de_mano, música_de_mano, pedos_de_manos",YES,
,bn:01014310n,,"manjur, mangour",The manjur is a musical instrument used in the Arab states of the Persian Gulf but with East African origins.,"manjur, mangour",YES,
,bn:02830974n,,"mâni, mani",Mâni is a form of Turkish folk song in quatrains.,"mâni, mani",YES,
,bn:03875598n,,malunga,"The malunga is a single-stringed musical bow played by the Siddi of India, who are the descendants of East African immigrants.",malunga,YES,
,bn:02618312n,,"malaysian_pop, m_pop, pop_yeh_yeh, m-pop, mpop, mpoce, pop_yeh-yeh","Malaysian pop, abbreviated as M-pop, refers to popular music forms in Malaysia.","pop_malayo, m_pop, pop_yeh_yeh, m-pop, mpop, mpoce, pop_yeh-yeh",YES,
,bn:03120865n,,"maggio_drammatico, maggio_dramatico","Literally, ""plays of May"" the Maggio drammatico refers to medieval musical and dramatic rituals at planting time in central Italy, typical of many agrarian societies.",mayo_dramático,YES,
,bn:00662367n,,"madih_nabawi, madih, madih_an-nabawi","Madih nabawi, one of the principal religious genres of Arabic music, is a song form dedicated to expressing praises, love and devotion for the prophet Muhammad and his family.","madih_nabawi, madih, madih_an-nabawi",YES,
,bn:02494872n,,"m_band, m-band",The NATO M band is the obsolete designation given to the radio frequencies from 60 to 100 GHz during the cold war period.,"banda_m, m-band",YES,
,bn:00503628n,,lytavry,The lytavry are a bass drum similar to the kettle drums or timpani used in Ukraine.,lytavry,YES,
,bn:03355590n,,"luntang, kwintangan_kayo","The luntang is a type of Philippine xylophone of the Maguindanaon people, strung vertically, with five horizontal logs hung in ascending order arranged by pitch.","luntang, kwintangan_kayo",YES,
,bn:03021810n,,lujon,The lujon is a bass metallophone consisting of individually-pitched metal plates that are attached to the resonance chambers of a partitioned wooden box.,lujon,YES,
,bn:01052975n,,lu,"Lu is a Tibetan style of folk music of a cappella songs, which are distinctively high in pitch with glottal vibrations.",lu,YES,
,bn:02284506n,,"low_bit, lo-bit, lobit",Low bit is a musical aesthetic characterized by lossy data compression artifacts caused by encoding songs at low bitrates.,"low_bit, lo-bit, lobit",YES,
,bn:02083593n,,"loop_bin_duplicator, cassette_duplicator, reel_to_reel_duplicator",A loop bin duplicator is a specialized audio tape machine used in the duplication of pre-recorded audio cassettes and 8-track cartridges.,"loop_bin_duplicator, copiadora_de_casete, copiadora_de_bobina_abierta",YES,
,bn:00371769n,,livenka,"The livenka or Livenskaya garmoshka is a specific variety of accordion used in Russian folk music, specifically in the region around the town of Livny, from which the instrument takes its name.",livenka,YES,
,bn:03607786n,,live_band_dance,A live band dance is an event where the means of serving the dancefloor involves the use of a live band.,baile_con_banda_en_vivo,YES,
,bn:01592048n,,"literal_music_video, literal_video_version, literal_videos, literal_video","A literal music video, also called a literal video version, is a satirical remix of an official music video clip in which the lyrics have been replaced with lyrics that describe the visuals in the video.","vídeo_musical_literal, versión_de_vídeo_literal, videos_literales, vídeo_literal",YES,
,bn:00933747n,,"liquid_light_show, liquid_light_projection, psychedelic_light_show, liquid_light_shows",Liquid light shows are a form of light art that surfaced in the early 1960s as accompaniment to electronic music and avant-garde theatre performances.,"espectáculo_de_luz_líquida, proyección_de_luz_líquida, espectáculo_de_luz_psicodélica, espectáculos_de_luz_líquida",YES,
,bn:00736133n,,"lion's_roar, rugghio_di_leone, löwengebrull",The lion's roar is a membranophone instrument that has a drum head and a cord or horsehair passing through it.,rugido_de_león,YES,
,bn:03800426n,,"lilting, liltingness, lilted, liltingly, lilter, lilters, lilts","Lilting is a form of traditional singing common in the Goidelic speaking areas of Ireland, Scotland and the Isle of Mann.","lilting, liltingness, lilted, liltingly, lilter, lilters, lilts",YES,
,bn:00051104n,,ligature,A metal band used to attach a reed to the mouthpiece of a clarinet or saxophone,ligadura,YES,
,bn:00852162n,,"level, tonal_step, tonality_level, root_progression, foundation_note, shift_of_level, shift_of_level_principle, shifts_of_level","A level, also ""tonality level"", Gerhard Kubik's ""tonal step,"" ""tonal block,"" and John Blacking's ""root progression,"" is an important melodic and harmonic progression where melodic material shifts between a whole tone above and a whole tone below the tonal center.","nivel, nivel_tonal, nivel_de_tonalidad, progresión_del_fundamental, nota_fundamento, cambio_de_nivel cambio_del_principio_del_nivel, cambios_de_nivel",YES,
,bn:03109735n,,left-hand_muting,"Left-hand muting is a performance technique for stringed instruments, where the vibration of a string is damped by the left hand.",left-hand_muting,YES,
,bn:00911030n,,layali,"Layālī is a style of unmetered modal improvisation, based on a maqam, performed by a singing voice in Arabic music.",layali,YES,
,bn:02347730n,,"lattice, tone-lattice, tuning_table, pitch_lattice, tuning_lattice, tuning_matrix, tuning_array","In musical tuning, a lattice ""is a way of modeling the tuning relationships of a just intonation system.",,YES,
,bn:01226615n,,latin_soul,Latin soul was a short lived musical genre which developed in the 1960s in New York City.,soul_latino,YES,
,bn:03149272n,,"latin_american_music_in_the_united_states, latin_music_in_the_united_states, latino_music_in_the_united_states, hispanic_music_in_the_united_states","Latin American music has long influenced popular American music, including jazz, rhythm and blues, and even country music, and both Latin American music and American music have been strongly influenced by African music.","música_latinoamericana_en_los_estados_unidos, música_latina_en_los_estados_unidos, música_hispana_en_los_estados_unidos",YES,
,bn:01601795n,,lapa,The lapa is a wind instrument originating in 19th century China.,lapa,YES,
,bn:03391620n,,"langgam_jawa, langgam_sawa",Langgam jawa is a regional form of Indonesian kroncong music most often associated with the city of Surakarta.,"langgam_jawa, langgam_sawa",YES,
,bn:00049876n,,"landler, ländler",A moderately slow Austrian country dance in triple time; involves spinning and clapping,"landler, ländler",YES,
,bn:03802219n,,kus,"A Kus is a large-sized ancient Persian kettledrum, similar to the timpani.",kus,YES,
,bn:01103930n,,"kumzits, kumzitz, kumsitz",Kumzits is a compound-word in Hebrew derived from the Yiddish words קום and זיץ.,"kumzits, kumzitz, kumsitz",YES,
,bn:03355408n,,"kulintang_a_tiniok, salunay, sarunai, sarunay, saronai, saronay, kulintang_a_putao, salonay","Also called kulintang a putao, sarunay, salunay, salonay, saronai, sarunai The kulintang a tiniok is a type of Philippine metallophone with eight tuned knobbed metal plates strung together via string a top a wooden antangan.","kulintang_a_tiniok, salunay, sarunai, sarunay, saronai, saronay, kulintang_a_putao, salonay",YES,
,bn:03346118n,,kulintang_a_kayo,The kulintang a kayo is a Philippine xylophone of the Maguindanaon people with eight tuned slabs strung horizontally atop a padded wooden antangan.,kulintang_a_kayo,YES,
,bn:00155243n,,"kshetram_vadyam, kerala_percussion_genres_kshetram_vadyam_and_other_indian_music_systems, percussion_dominated_music:_the_structure_and_genres_of_kshetram_vadyam",Kshetram vadyam is the ritual music of South India.,"kshetram_vadyam, kerala_percussion_genres_kshetram_vadyam_and_other_indian_music_systems, percussion_dominated_music:_the_structure_and_genres_of_kshetram_vadyam",YES,
,bn:02969302n,,"krez, krezh",The krez is a musical instrument of the Udmurt people of the Russian Urals.,"krez, krezh",YES,
,bn:00198481n,,"krekhts, krekht, krekhtsn","Krekhts or krekhtsn are kind of dreydlekh in klezmer music, especially on the violin.","krekhts, krekht, krekhtsn",YES,
,bn:00737478n,,kotar,A kotar is a type of prepared guitar with a sound reminiscent of the koto.,kotar,YES,
,bn:02592486n,,koron,"Koron means ""less than lower in pitch"" in Persian traditional music, and the koron symbol lowers a note by a quarter step.",koron,YES,
,bn:03508849n,,korean_contemporary_christian_music,Korean Contemporary Christian music refers to Contemporary Christian music written or played in South Korea.,música_cristiana_contemporánea_coreana,YES,
,bn:15742638n,,"kontradans, french-haitian_contredanse","Kontradans or the French-Haitian Contredanse, is creolized dance music formed in the 18th century in the French colony of Saint-Domingue that evolved from the English contra dance, or, which eventually spread throughout the Caribbean, Louisiana, Europe and the rest of the New World from the Creoles of Saint-Domingue.","kontradans, contredance_haitiano-francés",YES,
,bn:02487188n,,kommos,A kommos is a lyrical song of lamentation in an Athenian tragedy that the chorus and a dramatic character sing together.,kommos,YES,
,bn:02956537n,,"kombu, kombu,_kerala, kombu_pattu",The Kombu or Kompu also known as the Kombu Pattu is a wind instrument in Tamil nadu and Kerala.,"kombu, kombu,_kerala, kombu_pattu",YES,
,bn:02597000n,,"klezmer_fiddle, klezmer_violin","Klezmer (Yiddish: Klezmer (כליזמר or קלעזמער, pl.",violín_klezmer,YES,
,bn:00764459n,,kirikoketa,The kirikoketa is a specialized Basque music wooden device akin to the txalaparta and closely related to working activities.,kirikoketa,YES,
,bn:02652590n,,kidandali,Kidandali is a stylistic music genre featuring the use of native sounds and samples from Uganda.,kidandali,YES,
,bn:02857802n,,keyboard_glockenspiel,The keyboard glockenspiel or organ glockenspiel is an instrument consisting of a glockenspiel operated by a piano keyboard.,"teclado_glockenspiel, teclado_de_xilófono",YES,
,bn:00972185n,,kertok,Kertok is a type of musical ensemble that consists of the xylophone played in traditional Malay functions/an instrument.,kertok,YES,
,bn:03240599n,,"kepyak, kepyakan, keprak","The Kepyak is a percussion instrument played by the dalang of a wayang performance in Java, Indonesia.","kepyak, kepyakan, keprak",YES,
,bn:03242554n,,kemanak,"Kemanak is a banana-shaped idiophone used in Javanese gamelan, made of bronze.",kemanak,YES,
,bn:00386463n,,kawachi_ondo,"Kawachi Ondo is a kind of Japanese folk song that originates from Yao City in the old Kawachi region of Japan, now part of modern-day Osaka Prefecture.",kawachi_ondo,YES,
,bn:03837835n,,katsa,Katsa is a rattle used in Malagasy music.,katsa,YES,
,bn:02856704n,,kato,"Kato, also spelled as Kaato or Katto, is one of the traditional musical instruments of Punjab.",kato,YES,
,bn:02870088n,,karnal,"A large, straight brass ceremonial trumpet played in parts of Northern India and Nepal.",karnal,YES,
,bn:03699332n,,kari,"Kari, in shakuhachi music, is both a property of a note and a technique.",kari,YES,
,bn:02995861n,,"karaniing, kereb, pergram",The karaniing is a type of bamboo tube zither played among the Orang Asli tribal peoples of Malaysia.,"karaniing, kereb, pergram",YES,
,bn:01285198n,,kanto,Kanto is a popular genre of Turkish music.,kanto,YES,
,bn:02258008n,,kanikapila,"Kanikapila is a style of Hawaiian music produced in an impromptu jam session, most commonly taking place at a beach, or family gathering.",kanikapila,YES,
,bn:03281770n,,"kane, kané",The kane or shō kane is a type of dish-shaped bell from Japan.,"kane, kané",YES,
,bn:03284397n,,kalumbu,"The kalumbu, or kalumbo, is a traditional instrument of the Tonga and Ila people of Zambia and Zimbabwe.",kalumbu,YES,
,bn:01684423n,,"ka'eke'eke, kaʻekeʻeke","The ka'eke'eke is a Hawaiian idiophone consisting of a bamboo tube, usually between 0.3 and 1.0 meters.","ka'eke'eke, kaʻekeʻeke",YES,
,bn:03121407n,,"kachāshī, katcharsee, kachaashii, kachashi","Kachāshī, sometimes romanized as katcharsee, is a form of festive Okinawan folk dance.","kachāshī, katcharsee, kachaashii, kachashi",YES,
,bn:00437495n,,"jubilee_quartet, jubilee_quartets, fisk_jubilee_quartet",Jubilee quartets were popular African-American religious musical groups in the first half of the 20th century.,cuarteto_de_jubileo,YES,
,bn:02175092n,,"jinghu, peking_opera_fiddle, jinghu_fiddle","The jinghu is a Chinese bowed string instrument in the huqin family, used primarily in Beijing opera.","jinghu, violín_de_ópera_de_pekín, violín_jinghu",YES,
,bn:00048208n,,jig,Any of various old rustic dances involving kicking and leaping,giga,YES,
,bn:01704162n,,jewish_prayer_modes,Jewish liturgical music is characterized by a set of musical modes.,formas_de_plegarias_judías,YES,
,bn:01179196n,,"jewish_art_music_movement, jewish_art_music, society_for_jewish_music, society_for_jewish_folk_music","The Jewish art music movement began at the end of the 19th century in Russia, with a group of Russian Jewish classical composers dedicated to preserving Jewish folk music and creating a new, characteristically Jewish genre of classical music.","movimiento_musical_de_arte_judía, música-de_arte_judía, asociación_para_la_música_judía, asociación_para_la_música_folk_judía",YES,
,bn:00767338n,,"jesus_music, gospel_beat","Jesus music, known as gospel beat music in the United Kingdom, is a style of Christian music that originated on the West Coast of the United States in the late 1960s and early 1970s.","música_de_jesús, ritmo_góspel",YES,
,bn:01393148n,,jazz_education,Each style and era of jazz adopted new techniques to help educate younger musicians.,educación_jazzístico,YES,
,bn:15354280n,,"jari_gan, jarigan","Jarigan or is one of the few indigenous music art performances of Bangladesh, West Bengal, Barak Valley and Brahmaputra Valley.","jari_gan, jarigan",YES,
,bn:03795229n,,"japanese_reggae, j-reggae",Japanese reggae is reggae music originating from Japan.,"reggae_japonés, j-reggae",YES,
