wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:01948156n,,azerbaijani_jazz,"The Azerbaijani jazz is a popular variety of jazz, widespread in Azerbaijan.",azerbeidzjaanse_jazz,YES,,,
,bn:14122414n,,"ayoyotes, aztec_jingles, huesos_de_fraile, ayoyotl","The ayoyotes, ayoyotl, aztec jingles or huesos de fraile, are an idiophone percussion instrument of the Aztecs.",ayoyotes,YES,,,
,bn:02122089n,,"avant-garde_music, avantgarde_music, avant-garde_composer, avant-garde_classical, avant-garde_pop, avant-garde_composers, avant_garde_music, sonic_avant-garde, avant-garde, avant_music","Avant-garde music is music that is considered to be at the forefront of innovation in its field, with the term ""avant-garde"" implying a critique of existing aesthetic conventions, rejection of the status quo in favor of unique or original elements, and the idea of deliberately challenging or alienating audiences.",avant-garde_muziek,YES,,,
,bn:14628873n,,"avant-garde_metal, avant_garde_metal, experimental_metal, avant-metal, experimental_heavy_metal, avantmetal, experimetal, avant_metal, avantgarde_metal, avant-garde_heavy_metal, avant-garde_progressive_metal","Avant-garde metal is a subgenre of heavy metal music loosely defined by use of experimentation and innovative, avant-garde elements, including non-standard and unconventional sounds, instruments, song structures, playing styles, and vocal techniques.","avant-garde_metal, avant-gardemetal, avant_garde_metal, experimentele_metalband",YES,,,
,bn:01909132n,,"avant-garde_jazz, avant-jazz, experimental_jazz, avant_garde_jazz",Avant-garde jazz is a style of music and improvisation that combines avant-garde art music and composition with jazz.,"avant-garde_jazz, avant-gardejazz, avant-jazz",YES,,,
,bn:03863555n,,"automatic_double_tracking, automated_double_tracking, artificial_double_tracking, automatic_double-tracking",Automatic double-tracking or artificial double-tracking is an analogue recording technique designed to enhance the sound of voices or instruments during the mixing process.,automatische_dubbele_tracking,YES,,,
,bn:01644212n,,"autoharp, auto_harp, oscar_schmidt_electric_autoharp, auto-harp",The autoharp is a musical instrument in the chorded zither family.,autoharp,YES,,,
,bn:01013542n,,australian_thrash_metal,Australian thrash metal is a regional scene of thrash metal music that originated during the late 1980s.,australische_trashmetal,YES,,,
,bn:00423806n,,australian_ska,"The Australian ska scene has existed since the mid-1980s, when it started enjoying the same sort of interest as it did in the United Kingdom, following the success of UK 2 Tone bands such as The Specials, The Beat and Madness.",australische_ska,YES,,,
,bn:01045230n,,"australian_hardcore, list_of_australian_hardcore_punk_groups, list_of_australian_hardcore_punk_and_metalcore_groups, australian_hardcore_punk","Australian hardcore punk bands tend to have local fan bases, although a number have toured Australia and internationally.",australische_hardcore,YES,,,
,bn:01562450n,,"australian_folk_music, australian_folk_songs",Australian folk music is the traditional music from the large variety of immigrant cultures and those of the original Australian inhabitants.,australische_folk_muziek,YES,,,
,bn:01180383n,,"australian_country_music, new_zealander_country_music, australian_country-rock, list_of_australian_country_musicians",Australian country music is a part of the music of Australia.,australische_country_muziek,YES,,,
,bn:03335763n,,"aulos, tibia, aulode, tibicen, monaulos, aulete, tibiae, tibicines, aulos_player_depicted_in_fighting_scenes_in_art, auloi","An aulos or tibia was an ancient Greek wind instrument, depicted often in art and also attested by archaeology.","aulos, auloi, tibiae",YES,,,
,bn:00000968n,,"auditory_hallucination, acousma, paracusia, auditory_hallucinations, audio_hallucination, auditory_verbal_hallucinations, voice_hearing",Illusory auditory perception of strange nonverbal sounds,"auditieve_hallucinatie, acousma, auditieve_hallucinaties",YES,"le traduzioni mi sembrano corrette io ho trovato anche gehoorhallucinaties, paracusis",,
,bn:00007127n,,"auditory_cortex, primary_auditory_cortex, auditory_area, a1, secondary_auditory_cortex, posterior_transverse_temporal_area_42, anterior_transverse_temporal_area_41, auditory_processing",The cortical area that receives auditory information from the medial geniculate body,"auditieve_cortex, gehoorcentrum, gehoorschors, primaire_auditieve_schors, auditieve_schors, secundaire_auditieve_schors, brodmann_gebied_41_&_42, auditieve_omgeving, primaire_auditieve_cortex",YES,,,
,bn:00007128n,,auditory_center,The part of the brain (in a fold of the cerebral cortex of the temporal lobe on both sides of the brain) that receives impulses from the ear by way of the auditory nerve,auditieve_centrum,YES,,,
,bn:00007126n,,auditory_apparatus,All of the components of the organ of hearing including the outer and middle and inner ears,auditieve_apparatuur,YES,,,
,bn:00007124n,,"auditorium, auditoriums, auditoria, auditorium_site, imperial_box, screens, continental_seating",The area of a theater or concert hall where the audience sits,"auditorium, gehoorzaal, zaal, aula, auditoria, koninklijke_loge",YES,,,
,bn:02801286n,,"audiovisual_education, audiovisual_aids, multimedia-based_education, audiovisual_instruction, multimedia_education",Audiovisual education or multimedia-based education is instruction where particular attention is paid to the audio and visual presentation of the material with the goal of improving comprehension and retention.,"audiovisueel_onderwijs, multimediaal_onderwijs",YES,,,
,bn:00007109n,,audiocassette,A cassette for audiotape,"audiocassette, cassettebandje",YES,,,
,bn:01634676n,,"audio_signal_processing, audio_processing, acoustic_signal_processing, digital_audio_processing, sound_processing, digital_audio_effects, audio_processor",Audio signal processing is a subfield of signal processing that is concerned with the electronic manipulation of audio signals.,audio-signaalverwerking,YES,,,
,bn:03132381n,,audio_restoration,Audio restoration is a generalized term for the process of removing imperfections from sound recordings.,audio_restauratie,YES,,,
,bn:03217106n,,audio_post_production,Audio post production is all stages of audio production relating to sound produced and synchronized with moving picture.,audio_post_productie,YES,,,
,bn:17327346n,,"audio_mixing, mixing_and_blending, sound_mix, sound_mixing, music_mix, stereo_field, mixing, digital_audio_mixing, mix, audio_mix",Audio mixing is the process by which multiple sounds are combined into one or more channels.,"mixen, geluidsmix",YES,,,
,bn:01414303n,,"audio_mixing, mixing, mixdown, left_only/right_only, downmix, right_only, pseudostereo, lo/ro, music_mixing, downmixing","In sound recording and reproduction, audio mixing is the process of optimizing and combining multitrack recordings into a final mono, stereo or surround sound product.","audio_mixing, mengen",YES,,,
,bn:03822513n,,"audio_mixing, live_sound_mixing, foh_engineer, monitor_engineer, front_of_house_engineer, live_sound, mix_tent",Live sound mixing is the blending of multiple sound sources by an audio engineer using a mixing console or software.,live_geluid,YES,,,
,bn:00007102n,,"audio_frequency, audio, audible_frequency, sound_frequency, audio-frequency, af, audio_frequencies",An audible acoustic wave frequency,"audiofrequentie, audio-frequenties",YES,,,
,bn:13948698n,,"audio_editing_software, digital_audio_editor, wave_editor, audio_editing, audio_editors, audio_editor, digital_splitters, digital_audio_editing, editheads, sound_recording_software, editheadz",Audio editing software is software which allows editing and generating of audio data.,digitale_audio-editor,YES,,,
,bn:00007106n,,"audio_cd, audio_compact_disc",Compact discs used to reproduce sound (voice and music),"audio-cd, audio_compact_disc",YES,,,
,bn:03598364n,,"audio_bit_depth, 16_bit_audio, 24-bit_audio, audio_resolition, 24_bit_audio, audio_resolution, 16-bit_sound, 24-bit_resolution, 16-bit_audio, 8-bit_sound, resolution","In digital audio using pulse-code modulation, bit depth is the number of bits of information in each sample, and it directly corresponds to the resolution of each sample.",audio_bit_diepte,YES,,,
,bn:00007105n,,"audio_amplifier, amplifier",An amplifier that increases the amplitude of reproduced sound,"audioversterker, eindversterker",YES,,,
,bn:03448687n,,"aubade, aubades","An aubade is a morning love song, or a song or poem about lovers separating at dawn.",aubade,YES,,,
,bn:00006998n,,"attack, tone-beginning",A decisive manner of beginning a musical tone or phrase,tone-begin,YES,,,
,bn:03836271n,,"atabaque, atabaques","The atabaque is a tall, wooden, Afro-Brazilian hand drum.",atabaque,YES,,,
,bn:00946367n,,askomandoura,"Askomandoura is a type of bagpipe played as a traditional instrument on the Greek island of Crete, similar to the tsampouna.",askomandoura,YES,,,
,bn:02184373n,,"aṣíkò, asiko","Aṣíkò is a musical genre similar to sákárà music from Nigeria, West Africa.",aṣíkò,YES,,,
,bn:03198859n,,"ashbory_bass, ashbory","The Ashbory bass, invented by Alun Ashworth-Jones and designed by Nigel Thornbory, is an 18-inch scale fretless electric bass developed in 1985.","ashbory_bas, ashbory",YES,,,
,bn:01044768n,,"ascii_tab, .tab, .txt, .btab, ascii_tablature","ASCII tab is a text file format used for writing guitar, bass guitar and drum tabulatures that uses plain ASCII numbers, letters and symbols.","ascii_tab, .tab, .txt, .btab, ascii_tablatuur",YES,,,
,bn:03633505n,,artistic_director,"An artistic director may refer to someone who directs a musical ensemble, and in this medium, is often abbreviated as simply Director.",artistiek_directeur,YES,,,
,bn:00006186n,,artiste,A public performer (a dancer or singer),artiest,YES,,,
,bn:01929652n,,"articulation, musical_articulation, articulation_and_phrasing, music_articulation, apagados, articulation_mark, rearticulation",Articulation is a fundamental musical parameter that determines how a single note or other discrete event is sounded.,"articulatieteken, articulatie",YES,,,
,bn:01429239n,,"art_song, artsong, art_songs, composizioni_da_camera","An art song is a vocal music composition, usually written for one voice with piano accompaniment, and usually in the classical art music tradition.","kunst_liederen, art_song",YES,,,
,bn:02464530n,,"art_punk, experimental_punk, art-punk, art_punk_rock, avant-garde_punk, avant_punk",Art punk is a subgenre of punk rock in which artists go beyond the genre's rudimentary garage rock and are considered more sophisticated than their peers.,"artpunk, art_punk, avant-punk",YES,,,
,bn:03587818n,,"ars_subtilior, mannerism","Ars subtilior is a musical style characterized by rhythmic and notational complexity, centered on Paris, Avignon in southern France, and also in northern Spain at the end of the fourteenth century.",ars_subtilior,YES,,,
,bn:03561454n,,ars_nova,"Ars nova refers to a musical style which flourished in France and the Burgundian Low Countries in the late Middle Ages: more particularly, in the period between the preparation of the Roman de Fauvel and the death of composer Guillaume de Machaut in 1377.",ars_nova,YES,,,
,bn:03153565n,,"arpeggione, guitar_violoncello","The arpeggione is a six-stringed musical instrument fretted and tuned like a guitar, but bowed like a cello, and thus similar to the bass viola da gamba.",arpeggione,YES,,,
,bn:01426064n,,"arpa_jarocha, veracruz_harp","The arpa jarocha is a large wooden harp that is normally played while standing, although early examples from the 16th through the first three or four decades of the 19th centuries were smaller and were played while seated.",arpa_jarocha,YES,,,
,bn:00484832n,,"armenian_rock, vostan_hayots",Armenian rock describes a wide variety of forms of rock music made in Armenia or by artists of Armenian descent.,Armeense_rock,YES,,,
,bn:00745036n,,armenian_opera,Armenian opera is the art of opera in Armenia or opera by Armenian composers.,armeense_opera,YES,,,
,bn:03858714n,,"argentine_tango, tango_argentino, fabian_peralta, estilo_milonguero, miguel_balmaceda, finito_rivera, marta_anton, códigos, canyengue, ezequiel_paludi, luisa_ines, show_tango, argentinian_tango, arrastre, andrea_missé, luisa_inés, rodolfo_cieri, andrea_misse, carlos_rivarola, geraldine_rojas, analia_centurion, stella_missé, lampazo, jose_brahemcha, malena_rodriguez, osvaldo_zotto, stella_misse, el_gallego_salvador, milonguita_lemos, maria_cieri, tango_tradicional, rosa_forte, manolo_salvador, romolo_garcia, luis_grondona, ramon_rivera, confiteria_style, analía_centurión, virulazo, javier_rodriguez, salon_canning, vals, tango_orillero, marita_dispari, liliana_rodriguez, el_turco_brahemcha, gabriel_missé, adrian_griffero, club_glorias_argentinas, club_sin_rumbo, el_negro_celso, gabriel_misse, el_chino_perico, jorge_rodriguez, lampazo_vazquez, milonguita, tete_rusconi, pedro_rusconi, gerardo_portalea, analía_centurion, codigos, tango_de_fantasía, luis_lemos, sebastian_misse, toto_faraldo, tango_con_corte_y_quebrada, salon_tango, roxina_villegas, coca_inés, andrea_reyero, samantha_dispari, tango_apilado, jose_vazquez, tango_canyengue, la_turca_dispari, parada, osvaldo_cartery, sebastian_missé, carlos_perez, coca_ines, salon_el_pial, jorge_dispari, maría_rivarola, andres_laza_moreno, tango_de_fantasia",Argentine tango is a musical genre and accompanying social dance originating at the end of the 19th century in the suburbs of Buenos Aires and Montevideo.,argentijnse_tango,YES,,,
,bn:00411693n,,"argentine_rock, argentinean_rock, argentine_rock_music, rock_of_argentina, origins_of_argentine_rock, argentinian_rock, rock_nacional",Argentine rock is rock music composed or performed by Argentine bands or artists mostly in Spanish.,argentijnse_rock,YES,,,
,bn:00870001n,,"arena_rock, corporate_rock, stadium_rock, 1960s_aor, anthem_rock, 1970s_stadium_rock, a.o.r._-_adult_oriented_rock, 1970s_aor, pomp_rock, arena-rock, melodic_hard_rock, 1960s_album-oriented_rock, 1960s_arena_rock, 1970s_arena_rock, 1960s_stadium_rock",Arena rock is a style of rock music that originated in the mid-1970s.,"arena_rock, stadion_rots, melodieuze_hard_rock",YES,,,
,bn:01590640n,,"areíto, areyto, areíto_/_areyto, areito",The areíto or areyto was a Taíno language word adopted by the Spanish colonizers to describe a type of religious song and dance performed by the Taíno people of the Caribbean.,"areíto, areyto, areíto_/_areyto, areito",YES,,,
,bn:02186159n,,"archlute, arciliuto, archilaud, archiluth","The archlute is a European plucked string instrument developed around 1600 as a compromise between the very large theorbo, the size and re-entrant tuning of which made for difficulties in the performance of solo music, and the Renaissance tenor lute, which lacked the bass range of the theorbo.","archlute, aartsluit",YES,,,
,bn:01864019n,,"arabic_music, arab_music, arabian_music, arab_classical_music, arabic_classical_music, doulab, classical_arab_music, dulab, history_of_arabic_music",Arabic music or Arab music is the music of the Arab world with all its diverse music styles and genres.,"arabische_muziek, arabische_klassieke_muziek",YES,,,
,bn:03262134n,,"arabic_hip_hop, arabic_rap, arab_rap",Arabic hip hop is hip hop music and culture originating in the Arabic-speaking world.,arabische_hip_hop,YES,,,
,bn:00005256n,,"arabesque, arabesque_penché, arabesque_penchée",Position in which the dancer has one leg raised behind and arms outstretched in a conventional pose,"arabesque, arabesk",YES,,,
,bn:01099724n,,"arabesque, arabesk, arabesk_music, arabesque_music, arabesque-pop_music, turkish_arabesque_music_genre",Arabesque is a term created by Turkish musicologists for an Arabic style of music created in Turkey.,"arabeskmuziek, arabesk, arabesk_muziek, arabesque, arabesque_muziek",YES,,,
,bn:00262716n,,arabesque,The arabesque is a type of music which uses melodies to create the atmosphere of Arabic architecture.,arabesque,YES,,,
,bn:00584576n,,"appropriation, cultural_appropriation_in_western_music, musical_appropriation","In music, appropriation is the use of borrowed elements in the creation of a new piece.",culturele_toe-eigening_in_muziek,YES,,,
,bn:01899068n,,"appalachian_music, appalachian_folk_music, history_of_appalachian_music, appalachian_traditional_music",Appalachian music is the music of the region of Appalachia in the Eastern United States.,"appalachian_muziek, appalachian_volksmuziek",YES,,,
,bn:03262468n,,"appalachian_dulcimer, mountain_dulcimer, fretted_dulcimer, lap_dulcimer, plucked_dulcimer, appalacian_dulcimer, kentucky_dulcimer, harmony_box, dulcymore, hog_fiddle, delcumer","The Appalachian dulcimer is a fretted string instrument of the zither family, typically with three or four strings, originally played in the Appalachian region of the United States.","dulcimer, berg_dulcimer, appalachian_dulcimer",YES,,,
,bn:01241980n,,"apito_de_samba, samba_whistle, apito","Apito, which is the Portuguese word for ""whistle"", refers to any of a variety of whistles.",apito,YES,,,
,bn:00533200n,,apala,"Apala is a music genre originally developed by the Yoruba people of Nigeria, during the country's history as a colony of the British Empire.",apala,YES,,,
,bn:00004828n,,apache_devil_dance,A ritual dance of the Apache,apache_duivel_dans,YES,,,
,bn:00004827n,,"apache_dance, apache, la_danse_apache, apache_turn, tough_dance, bowery_waltz",A violent fast dance in French vaudeville (an apache is a member of the French underworld),"apache_dance, apache_dans",YES,,,
,bn:03105489n,,"anti-folk, antifolk, unfolk, list_of_musicians_of_anti-folk, un-folk, anti_folk, list_of_anti-folk_bands_and_musicians","Anti-folk is a music genre that arose in the 1980s in reaction to the remnants of the 1960s folk music scene, to mock the perceived seriousness of the time's mainstream music scene, with the intention to shock and protest.","anti-folk, antifolk, unfolk",YES,,,
,bn:04710791n,,antara ,L'antara o andarita és el terme utilitzat pels quítxues del Perú per a anomenar un instrument similar al siku o flauta de pan.,antara,YES,,,
,bn:00301142n,,antara,Antarā is the equivalent of a verse in Hindustani classical music.,antara,YES,,,
,bn:03728318n,,"answer_song, answer_record, answer_single, response_song, answer_songs, answer_records","An answer song, response song or answer record, is a song made in answer to a previous song, normally by another artist.","antwoordlied, antwoord_record",YES,,,
,bn:00343252n,,ankle_knee_step,The ankle knee step is a type of high step used by marching bands.,ankle_knee_step,YES,,,
,bn:02409536n,,"animal_song, animal_songs","Animal song is not a well-defined term in scientific literature, and the use of the more broadly defined term 'vocalizations' is in more common use.",dieren_lied,YES,,,
,bn:01932996n,,anglo-american_music,Anglo-American music is derived from the English culture of the Thirteen Colonies of the United States and has been a founding influence for American folk and popular music.,angloamerikaanse_muziek,YES,,,
,bn:03880723n,,"anglican_church_music, anglican_and_episcopalian_church_music, episcopal_church_music, anglican_music, anglican_and_episcopal_church_music","Anglican church music is music that is written for Christian worship in Anglican religious services, forming part of the liturgy.",anglicaanse_kerkmuziek,YES,,,
,bn:00004083n,,"angelus_bell, angelus",The sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited,"angelus, angelus_bel",YES,,,
,bn:03645332n,,"angélique, angelique, angel_lute, angelica",The angélique is a plucked string instrument of the lute family of the baroque era.,angélique,YES,,,
,bn:01295396n,,andolan,"In Hindustani music andholan as a specific form of ornament is a gentle oscillation around a note, touching the periphery of an adjacent note as well as shrutis in between.",andolan,YES,,,
,bn:00670739n,,"andalusi_nubah, nawbah, arab-andalusian, nouba, andalusian_nubah, nubah, andalusi_nuba, nawba, andalusian_nawba, andalusi_nawba","Andalusī nūbah, also transliterated nūba, nūbā, or nouba, or in its classical Arabic form, nawba, nawbah, or nōbah, is a musical genre found in the North African Maghrib states of Morocco, Algeria, Tunisia, and Libya but, as the name indicates, it has its origins in Arabo-Andalusian music.",andalusi_nubah,YES,,,
,bn:03162122n,,"ancient_roman_music, music_of_ancient_rome, roman_music, music_in_ancient_rome, roman_instruments",The music of ancient Rome was a part of Roman culture from the earliest of times.,oude_romeinse_muziek,YES,,,
,bn:00717538n,,"ancient_music, music_in_ancient_persia, archaeomusicologist, ancient_chinese_music","Ancient music refers to the musical systems that were developed in the ancient past, literate cultures, including Mesopotamia, India, Persia, Egypt, China, Greece, and Rome, which replaced prehistoric music.","muziek_in_de_oudheid, oudheid, romeinse_muziek, oude_muziek",YES,,,
,bn:01643007n,,ancient_celtic_music,"Deductions about the music of the ancient Celts of the La Tène period rely primarily on Greek and Roman sources, as well as on archaeological finds and interpretations including the reconstruction of the Celts' ancient instruments.",oude_keltische_muziek,YES,,,
,bn:03091587n,,"anatolian_rock, turkish_rock_music, anadolu_rock, turkish_rock, rock_music_in_turkey, anatolian_rock_music","Anatolian rock, also known as Turkish rock, is a fusion of Turkish folk and rock music.",anatolian_rock,YES,,,
,bn:03686154n,,"anarcho-punk, anarchist_punk, anarcho_punk, peace_punk, anarcha-punk, punk_anarchist, anarchist_rock, anarcho_punks, anarchore, anpunk, anarcho-punk_rock, punk_anarchism, anarcha_punk, anarchist_hardcore, anarcho-core, anarcho-rock, anarchopunk, punk_and_anarchism, anarchist_punk_rock, anarcho-punks, hardcore_anarcho-punk, anarchism_and_punk, anarchocore",Anarcho-punk is punk rock that promotes anarchism.,"anarcho-punk, anarcho_punk, vrede_punk",YES,,,
,bn:00789205n,,"analog_synthesizer, analogue_synthesizer, analog_synthesiser, polyphonic_analogue_synthesizer, analogue_synthesiser, synthesist, analog_synth, analog_synthesis, analogue_synthesisers, analog_synthesizers",An analog synthesizer is a synthesizer that uses analog circuits and analog signals to generate sound electronically.,"analog_synthesizer, analoge_synthesizer, analoge_synthesizers, synthesist",YES,,,
,bn:01165332n,,"analog_recording, analog_audio, analogue_recording, analogue_audio","Analog recording is a technique used for the recording of analog signals which, among many possibilities, allows analog audio for later playback.","analoge_opname, analoge_audio",YES,,,
,bn:01329689n,,"analog_modeling_synthesizer, virtual_analog, virtual_analog_synthesizer, analog_modeling_synthesizers, virtual_analogue_synthesizer, analogue_modelling, analogue_modeling",An analog modeling synthesizer is a synthesizer that generates the sounds of traditional analog synthesizers using DSP components and software algorithms.,"virtueel_analoge_synthesizer, virtueel_analoog, analoge_modeling_synthesizer, virtuele_analoge, virtueel_analoge",YES,,,
,bn:01769699n,,"anacrusis, pick_up_measure, up-beat, prokephalos, procephalous, pick-up_note, fractional_pickup_note, fractional_pick-up, fractional_measure, fractional_pick-up_note, pick-up_measure, pick-up_notes, pickup_measure, pickup_note, fractional_pickup","In poetic and musical meter, and by analogy in publishing, an anacrusis is a brief introduction.","opmaat, anacrouse, anacrusis",YES,,,
,bn:00178038n,,amplified_cactus,An amplified cactus is a cactus plant used as a musical instrument.,geamplificeerde cactus,YES,,,
,bn:03840336n,,"american_rock, american_nu_metal, rock_music_in_the_united_states, american_rock_music","American rock has its roots in 1940s and 1950s rock and roll, rhythm and blues, and country music, and also drew on folk music, jazz, blues, and classical music.",amerikaanse_rockband,YES,,,
,bn:01938055n,,"american_popular_music, popular_music_in_the_usa, popular_music_of_the_united_states",American popular music has had a profound effect on music across the world.,amerikaanse_populaire_muziek,YES,,,
,bn:03211229n,,"american_patriotic_music, patriotic_music_of_the_united_states",American patriotic music is a part of the culture and history of the United States since its founding in the 18th century and has served to encourage feelings of honor for the country's forefathers and for national unity.,amerikaanse_patriottische_muziek,YES,,,
,bn:02023997n,,"american_music_during_world_war_ii, american_music_during_world_war_two, yankee_doodle_ain't_doodlin'_now",American music during World War II was considered to be popular music that was enjoyed during the late 1930s through the mid-1940s.,amerikaanse_muziek_tijdens_de tweede_wereld_oorlog,YES,,,
,bn:03632777n,,"american_march_music, american_marches, american_march, american_patriotic_march, breakstrain, grandioso",American march music is march music written and/or performed in the United States.,amerikaanse_mars_muziek,YES,,,
,bn:03696206n,,"american_indian_opera, native_american_opera, american_indian_grand_opera",American Indian opera is a subgenre of music of the United States.,indiaanse_opera,YES,,,
,bn:03537152n,,american_gamelan,"American gamelan could refer to both instruments and music; the term has been used to refer to gamelan-style instruments built by Americans, as well as to music written by American composers to be played on gamelan instruments.",amerikaanse_gamelan,YES,,,
,bn:01809365n,,"american_folk_music, american_roots_music, american_traditional_music, roots_folk_music, folk_music_of_the_united_states, roots_folk, american_folksongs","The term American folk music encompasses numerous music genres, variously known as traditional music, traditional folk music, contemporary folk music, or roots music.","amerikaanse_roots_muziek, amerikaanse_volksmuziek, amerikaanse_folk_muziek",YES,,,
,bn:02578281n,,"american_fiddle, american_fiddling",American fiddle-playing began with the early settlers who found that the small viol family instruments were portable and rugged.,amerikaanse_fiddle,YES,,,
,bn:00305087n,,"american_art_song, american_art_songs","The composition of art song in America began slowly in the Colonial and Federal periods, expanded greatly in the 19th century, and has become a distinguished and highly regarded addition to the classical music repertoire in the 20th and 21st centuries. ",Amerikaans_art _lied,YES,,,
,bn:02623019n,,"amen_break, the_amen_break, amen_brother, amen,_brother, amen_breakbeat",The Amen break is a drum break that has been widely sampled in numerous music genres.,amen_break,YES,,,
,bn:03266487n,,ambitus,"Ambitus is a Latin term literally meaning ""the going round"", and in Medieval Latin means the ""course"" of a melodic line, most usually referring to the range of scale degrees attributed to a given mode, particularly in Gregorian chant.","ambitus, frequentiebereik, bereik, tessituur",YES,,,
,bn:00805165n,,ambiophonics,"Ambiophonics is a method in the public domain that employs digital signal processing and two loudspeakers directly in front of the listener in order to improve reproduction of stereophonic and 5.1 surround sound for music, movies, and games in home theaters, gaming PCs, workstations, or studio monitoring applications.",ambiofonie,YES,,,
,bn:03354925n,,"ambient_music, ambient, psybient, isolationist_ambient, post-minimal_ambient, post-ambient, ambiental_music, postambient, postminimal_ambient_music, atmospheric_music, post-ambient_music, psychedelic_ambient, isolationist_ambient_music, ambient_electronica, ambient_dub, post-minimalist_ambient_music, postambient_music, ambient_industrial, organic_ambient_music, post-minimal_ambient_music, psybient,_psychill, postminimal_ambient, postminimalist_ambient_music, post-minimalist_ambient, ambient_groove",Ambient music is a genre of music that emphasizes tone and atmosphere over traditional musical structure or rhythm.,"ambient, psybient, ambient_muziek, ambient_electronica, ambient_dub",YES,,,
,bn:16344855n,,ambient_industrial,امبینت اینداستریال یک ژانر موسیقی پسا-صنعتی است که با ظرافت از اصول و مبانی موسیقی صنعتی، مانند نویز و تاکتیک‌های شوکّه کننده استفاده می‌کند.,ambient_industriële,YES,,,
,bn:01834389n,,"ambience, ambient","In filmmaking, ambience consists of the sounds of a given location or space.",sfeer,YES,,,
,bn:00251547n,,"aluminum_disc, aluminum_disk","In the field of audio recording, an aluminum disc is a phonograph record made of bare aluminum, a medium introduced in the late 1920s for making one-off recordings.",aluminium_schijf,YES,,,
,bn:00286999n,,"alto_flute, altfloete, altflote, g_flute, bass_flute, altflöte, flute_in_g","The alto flute is an instrument in the Western concert flute family, the second-highest member below the standard C flute after the uncommon flûte d'amour.","altfluit, altdwarsfluit",YES,,,
,bn:00619806n,,"alto_clarinet, e-flat_clarinet, e♭_clarinet, e♭_alto_clarinet",The alto clarinet is a woodwind instrument of the clarinet family.,"altklarinet, alt-klarinet",YES,,,
,bn:03567399n,,"alto, contralto, deep_contralto, contraltos, coloratura_contralto, dramatic_contralto, lyric_contralto, kontralto",A contralto is a type of classical female singing voice whose vocal range is the lowest female voice type.,"alt, contra-alt, Alto, contralto",YES,,,
,bn:00003148n,,alto,(of a musical instrument) the second highest instrument in a family of musical instruments,alt,YES,,,
,bn:00003149n,,alto,The pitch range of the lowest female voice,alt,YES,,,
,bn:00912356n,,"alternative_rock, alt-rock, alternative_music, alternative, alt_rock, alternative-rock, rock/alternative, alternative/punk_music, list_of_alternative_rock_genres, alternative_rock_revival, alternate_music, 1990s_alt-rock, rockternative, alternative_bands, 1980s_alt-rock, alternrock, pop/rock, alternitive_rock, popternative, amerindie, alternative_rock_music, alterock, alternative_pop/rock, garbage_rock, 2000s_alternative_rock, alternative_rock_and_roll, alt-pop, 21st_century_alternative_pop/rock, alternative_pop, 1990s_alternative_rock, altern, 1980s_alternative_rock, 1990s_alternative, modern_pop_rock",Alternative rock is a category of rock music that emerged from the independent music underground of the 1970s and became widely popular in the 1990s.,"alternatieve_rock, alternatieve-rockgroep, alternatieverockband, alternative_rock, alternatieve-rockband, alternatieve, alt-rock, alt_rock, alternatieve_muziek",YES,,,
,bn:01815701n,,"alternative_reggaeton, alt_reggaeton, alternative-reggaeton","Alternative reggaeton is a subgenre of reggaeton that emerged from the hip hop movement as a reaction to its repetitive and monotone dembow rhythm, and the predominant stereotypical gangsta content that became predictable.",alternatieve_reggaeton,YES,,,
,bn:02950442n,,"alternative_metal, hard_alternative, alt-metal, alterna_metal, alternative_metal_music, heavy_alternative_rock, altmetal, metal_fusion, alternative_heavy_metal, hard_alternative_rock, indie_metal, alternative_heavy_metal_music, heavy_alternative, alt_metal",Alternative metal is a rock music fusion genre that infuses heavy metal with influences from alternative rock and other genres not normally associated with metal.,"alternatieve_metal, alternative_metal",YES,,,
,bn:01696705n,,"alternative_hip_hop, alternative_rap, alternative_hip-hop, experimental_rap, experimental_hip-hop, indie_rap, alt_hip_hop, avanthop, experimental_rap/hip-hop, art_rap, avant-garde_hip_hop, rap_music/alternative, abstract_rap, abstract_hip-hop, alt_rap, backpacker_hip_hop, psychedelic_rap, progressive_hip_hop, bohemian_hip_hop, proghop, psychedelic_hip-hop, abstract_hiphop, prog-hop, alt_hop, avant-garde_rap, avant_hop, prog_hop, alternative_hiphop, leftfield_hip_hop, psychedelic_hip_hop, abstract_hip_hop, progressive_hip-hop, backpacker_hip-hop, left-field_hip_hop, alt-rap",Alternative hip hop is a subgenre of hip hop music that encompasses the wide range of styles that are not typically identified as mainstream.,"alternatieve_hiphop, alternative_hip_hop, alternatieve_hip_hop, alternatieve_rap, alternatieve_hip-hop",YES,,,
,bn:01848305n,,alternative_electronic,Alternative electronic is a range of lesser-known electronic music genres that are related in some fashion to industrial music.,alternatieve_elektronische,YES,,,
,bn:01831332n,,"alternative_dance, indie_dance, alt_dance, alt-dance, underground_dance, indie_dance_music",Alternative dance or indie dance is a musical genre that mixes alternative rock with electronic dance music.,"alternative_dance, indie_dance, alt_dance, alt-dance, underground_dance, alternatieve_dance",YES,,,
