wn_synset,bn:id,pos,lemmata EN,definition,lemmata IT,is it related to music?,note,removed EN,Removed IT,Multiword Expression,annotator traduction
wn:06870726n,bn:00081141n,n,whole_rest,a musical rest equal in duration to four beats in common time,pausa_di_semibreve,YES,,,,,
wn:06870965n,bn:00042637n,n,half_rest,a musical rest having the time value of half a whole rest or equal in duration to two beats in common time,pausa_di_minima,YES,,,,,
wn:06871127n,bn:00024041n,n,"quarter_note, crotchet",a musical note having the time value of a quarter of a whole note,semiminima,YES,,,,,
wn:06871262n,bn:00065595n,n,quarter_rest,a musical rest having one-fourth the time value of a whole rest,pausa_di_semiminima,YES,,,,,
wn:06871983n,bn:00000688n,n,"grace_note, appoggiatura, acciaccatura",an embellishing note usually written in smaller size,"abbellimento, acciaccatura, appoggiatura, grupetto, nota_di_tolleranza",NO,,,,,
wn:06872122n,bn:00071736n,n,singing_voice,the musical quality of the voice while singing,"voce, ?voce_canora",YES,,,,,
wn:06872354n,bn:00008916n,n,"bass, bass_voice, basso",the lowest adult male singing voice,"basso, base, voce_di_basso",YES,,,,,
wn:06872562n,bn:00008587n,n,"baritone, baritone_voice",the second lowest adult male singing voice,"baritono, voce di baritono",YES,,,,,
wn:06872676n,bn:00076532n,n,"tenor, tenor_voice",the adult male singing voice above baritone,"tenore, tenori, tenor, voce_di_tenore",YES,,,,,
wn:06872785n,bn:00003147n,n,"countertenor, alto",the highest adult male singing voice,controtenore_alto,YES,,,,,
wn:06872905n,bn:00003146n,n,"contralto, alto",the lowest female singing voice,contralto,YES,,,,,
wn:06873017n,bn:00054699n,n,"mezzo-soprano, mezzo",the female singing voice between contralto and soprano,"mezzo_soprano, mezzosoprano",YES,,,,,
wn:06873139n,bn:00072831n,n,soprano,the highest female voice; the voice of a boy before puberty,soprano,YES,,,,,
wn:06890577n,bn:00035367n,n,flourish,an ornamental embellishment in writing,"fioritura, abbellimento, ornamento",NO,,,,,
wn:06892657n,bn:00009908n,n,benefit_concert,a concert given for the benefit of some charitable cause,"concerto_benefico, concerto_di_beneficenza",YES,,,,,
wn:06892775n,bn:00021559n,n,concert,a performance of music by players or singers not involving theatrical staging,"concertista, concerto, esecuzione, performance, rappresentazione, stagione_concertistica",YES,,,,,
wn:06892979n,bn:00068058n,n,rock_concert,a performance of rock music,concerto_rock,YES,,,,,
wn:06893441n,bn:00066535n,n,recital,performance of music or dance especially by soloists,"concerto, recital",YES,,,,,
wn:07007684n,bn:00028610n,n,"dramatic_composition, dramatic_work",a play for performance on the stage or television or in a movie etc.,,NO,,,,,
wn:07008544n,bn:00001879n,n,afterpiece,a brief dramatic piece (usually comic) presented after a play,,NO,,,,,
wn:07009808n,bn:00069553n,n,scene,a subdivision of an act of a play,"quadro, scena",YES,,,,,
wn:07009946n,bn:00012062n,n,"script, book, playscript",a written version of a play or other dramatic composition; used in preparing for a performance,"copione, sceneggiatura, script, trama",YES,,,,,
wn:07010275n,bn:00064708n,n,"promptbook, prompt_copy",the copy of the playscript used by the prompter,,NO,,,,,
wn:07012025n,bn:00050979n,n,libretto,the words of an opera or musical play,"libretto_d'opera, libretti, libretto",YES,,,,,
wn:07012414n,bn:00071213n,n,shooting_script,the final detailed script for making a movie or TV program,,NO,,,,,
wn:07019396n,bn:00024538n,n,curtain_raiser,a short play presented before the main play,"avanspettacolo, rivista",NO,,,,,
wn:07020895n,bn:00056443n,n,music,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,"amante_della_musica, appassionato_di_musica, melomane, musica",YES,,,,,
wn:07024607n,bn:00062696n,n,pizzicato,a note or passage that is played pizzicato,pizzicato,YES,,,,,
wn:07024705n,bn:00055709n,n,"monophony, monophonic_music, monody",music consisting of a single vocal part (usually with accompaniment),"monodia, monofonia",YES,,,,,
wn:07024929n,bn:00021565n,n,"polyphony, polyphonic_music, concerted_music",music arranged in parts for several voices or instruments,"musica_polifonica, polifoniche, polifonica, polifonico, polifonia",YES,,,,,
wn:07025151n,bn:00063473n,n,"polytonality, polytonalism",music that uses two or more different keys at the same time,"bitonalità, politonalità",YES,,,,,
wn:07025302n,bn:00063591n,n,popularism,music adapted to the understanding and taste of the majority,musica popolare,YES,,,,,
wn:07025419n,bn:00023212n,n,counterpoint,a musical form involving the simultaneous sound of two or more melodies,contrappunto,YES,,,,,
wn:07025604n,bn:00001819n,n,"black_music, African-American_music",music created by African-American musicians; early forms were songs that had a melodic line and a strong rhythmic beat with repeated choruses,"black_music, musica_afro-americana, musica_afroamericana, musica_nera, race_music",YES,,,,,
wn:07025900n,bn:00019566n,n,"classical_music, classical, serious_music",traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste,"musica-classica, musica_classica, musica_colta",YES,,,,,
wn:07026239n,bn:00017585n,n,chamber_music,serious music performed by a small group of musicians,"musica-da-camera, musica_da_camera, musiche_da_camera",YES,,,,,
wn:07026352n,bn:00059107n,n,opera,a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes,"lirica, melodramma, musica_lirica, opera_lirica, opera",YES,,,,,
wn:07026646n,bn:00012392n,n,"comic_opera, opera_bouffe, bouffe, opera_comique",opera with a happy ending and in which some of the text is spoken,"melodramma_buffo, opera_buffa, opera_comica, opere_buffe",YES,,,,,
wn:07026827n,bn:00041338n,n,grand_opera,opera in which all the text is sung,opera_lirica,YES,,,,,
wn:07026920n,bn:00056460n,n,musical_drama,opera in which the musical and dramatic elements are equally important; the music is appropriate to the action,dramma_musicale,YES,,,,,
wn:07027090n,bn:00051138n,n,"operetta, light_opera",a short amusing opera,"operetta, operette",YES,,,,,
wn:07027180n,bn:00043029n,n,"harmony, musical_harmony",the structure of music with respect to the composition and progression of chords,armonia,YES,,,,,
wn:07027458n,bn:00043024n,n,"harmonization, harmonisation",a piece of harmonized music,armonizzazione,YES,,,,,
wn:07027651n,bn:00066951n,n,"reharmonization, reharmonisation",a piece of music whose original harmony has been revised,riarmonizzazione,YES,,,,,
wn:07027942n,bn:00064169n,n,preparation,(music) a note that produces a dissonant chord is first heard in a consonant chord,preparazione,YES,,,,,
wn:07028221n,bn:00067343n,n,resolution,(music) a dissonant chord is followed by a consonant chord,risoluzione,YES,,,,,
wn:07028373n,bn:00002191n,n,"tune, melody, air, strain, melodic_line, line, melodic_phrase",a succession of notes forming a distinctive sequence,"aria, canto, linea_melodica, melodia, melodie",YES,,,,,
wn:07028797n,bn:00050617n,n,"leitmotiv, leitmotif",a melodic phrase that accompanies the reappearance of a person or situation (as in Wagner's operas),"leit-motiv, leitmotiv, motivo_conduttore, tema_conduttore",YES,,,,,
wn:07028964n,bn:00076813n,n,theme_song,a melody that recurs and comes to represent a musical play or movie,"leitmotiv, motivo_conduttore",YES,,,,,
wn:07029088n,bn:00071549n,n,"signature, signature_tune, theme_song",a melody used to identify a performer or a dance band or radio/tv program,"intro, sigla_musicale, sigla_televisiva, sigla",YES,,,,,
wn:07029247n,bn:00045803n,n,"theme, melodic_theme, musical_theme, idea",(music) melodic subject of a musical composition,"motivo, soggetto, tema_musicale, tema",YES,,,,,
wn:07029581n,bn:00058426n,n,"obbligato, obligato",a persistent but subordinate motif,obbligato,YES,,,,,
wn:07029682n,bn:00056024n,n,"motif, motive",a theme that is repeated or elaborated in a piece of music,"motivo, tema_musicale, tema",YES,,,,,
wn:07029819n,bn:00074034n,n,statement,(music) the presentation of a musical theme,esposizione,YES,,,,,
wn:07030012n,bn:00079588n,n,variation,a repetition of a musical theme in which it is modified or embellished,"variazione_musicale, variazione, variazioni",YES,,,,,
wn:07030174n,bn:00047344n,n,inversion,(counterpoint) a variation of a melody or part in which ascending intervals are replaced by descending intervals and vice versa,rivolto,YES,,,,,
wn:07030376n,bn:00007149n,n,augmentation,the statement of a theme in notes of greater duration (usually twice the length of the original),aumentazione ,NO,,,,,
wn:07030549n,bn:00027160n,n,diminution,the statement of a theme in notes of lesser duration (usually half the length of the original),diminuzione,YES,,,,,
wn:07030718n,bn:00060770n,n,"part, voice",the melody carried by a particular voice or instrument in polyphonic music,"parte, voce",YES,,,,,
wn:07030976n,bn:00060775n,n,part_music,vocal music for several voices in independent parts (usually performed without accompaniment),parte,YES,,,,,
wn:07031144n,bn:00044604n,n,homophony,part music with one dominant voice (in a homophonic style),"omofonia, omofono",YES,,,,,
wn:07031276n,bn:00064397n,n,primo,the principal part of a duet (especially a piano duet),"primo, prima_parte",YES,,,,,
wn:07031401n,bn:00070157n,n,secondo,the second or lower part of a duet (especially a piano duet),"secondo, seconda_parte",YES,,,,,
wn:07031534n,bn:00080194n,n,voice_part,a part written for a singer,parte_vocale,YES,,,,,
wn:07031752n,bn:00000717n,n,"accompaniment, musical_accompaniment, backup, support",a musical part (vocal or instrumental) that supports or provides background for other musical parts,accompagnamento,YES,,,,,
wn:07032026n,bn:00026485n,n,"descant, discant",a decorative musical accompaniment (often improvised) added above a basic melody,discanto,YES,,,,,
wn:07032206n,bn:00079528n,n,vamp,an improvised musical accompaniment,?improvvisare_l_accompagnamento_di_una_ melodia,YES,,,,,
wn:07032292n,bn:00008912n,n,"bass, bass_part",the lowest part in polyphonic music,"basso, parte_di_basso",YES,,,,,
wn:07032426n,bn:00041892n,n,ground_bass,a short melody in the bass that is constantly repeated,basso_ostinato,YES,,,,,
wn:07032556n,bn:00008940n,n,"figured_bass, basso_continuo, continuo, thorough_bass",a bass part written out in full and accompanied by numbers to indicate the chords to be played,"basso_cifrato, basso_numerato",YES,,,,,
wn:07032753n,bn:00024014n,n,crossover,the appropriation of a new style (especially in popular music) by combining elements of different genres in order to appeal to a wider audience,"crossover, ?commistione_di_generi",YES,,,,,
wn:07033007n,bn:00019010n,n,"religious_music, church_music",genre of music composed for performance as part of religious ceremonies,"musica-sacra, musica_da_chiesa, musica_liturgica, musica_religiosa, musica_sacra, musica_spirituale",YES,,,,,
wn:07033245n,bn:00004714n,n,"antiphon, antiphony",a verse or song to be chanted or sung in response,antifona,YES,,,,,
wn:07033433n,bn:00041253n,n,gradual,(Roman Catholic Church) an antiphon (usually from the Book of Psalms) immediately after the epistle at Mass,graduale,YES,,,,,
wn:07033753n,bn:00053666n,n,Mass,a musical setting for a Mass,"messa_cantata, messa",YES,,,,,
wn:07033913n,bn:00067255n,n,Requiem,a musical setting for a Mass celebrating the dead,"musica_per_messa_da_requiem, requiem",YES,,,,,
wn:07034409n,bn:00064548n,n,"processional, prosodion",religious music used in a procession,processionale,YES,,,,,
wn:07034634n,bn:00017699n,n,chant,a repetitive song in which as many syllables as necessary are assigned to a single tone,canto,YES,,,,,
wn:07035061n,bn:00042991n,n,Hare_Krishna,a chant to the Hindu god Krishna,hare_kṛṣṇa,YES,,,,,
wn:07035153n,bn:00041748n,n,"plainsong, plainchant, Gregorian_chant",a liturgical chant of the Roman Catholic Church,"canti_gregoriani, canto_gregoriano, canto_piano",YES,,,,,
wn:07035305n,bn:00015378n,n,cantus_firmus,a melody used as the basis for a polyphonic composition,"cantus firmus, canto fermo",YES,,,,,
wn:07035420n,bn:00067052n,n,religious_song,religious music for singing,canto_religioso,YES,,,,,
wn:07035598n,bn:00057215n,n,"spiritual, Negro_spiritual",a kind of religious song originated by Blacks in the southern United States,"spirituals, spiritual",YES,,,,,
wn:07035870n,bn:00004527n,n,"hymn, anthem",a song of praise (to God or to a saint or to a nation),"inno_religioso, innodia, inni, inno",YES,,,,,
wn:07036443n,bn:00015360n,n,canticle,a hymn derived from the Bible,cantico,YES,,,,,
wn:07036546n,bn:00027001n,n,Dies_Irae,the first words of a medieval Latin hymn describing the Last Judgment (literally `day of wrath'),"dies_irae, dies_iræ",YES,,,,,
wn:07036768n,bn:00047165n,n,Internationale,a revolutionary socialist anthem,"internazionale, l'internazionale",NO,,,,,
wn:07037465n,bn:00021408n,n,"musical_composition, opus, composition, piece, piece_of_music",a musical work that has been created,"componimento_musicale, componimento, composizione_musicale, composizioni_musicali, composizione, musica, opera_musicale",YES,,,,,
wn:07038400n,bn:00005865n,n,"musical_arrangement, arrangement",a piece of music that has been adapted for performance by a particular set of voices or instruments,"adattamento, arrangiamento_musicale, arrangiamenti, arrangiamento, arrangiatore, arrangiatrice, riduzione",YES,,,,,
wn:07038615n,bn:00059288n,n,orchestration,an arrangement of a piece of music for performance by an orchestra or band,"orchestrazione, strumentazione",YES,,,,,
wn:07038767n,bn:00046972n,n,instrumental_music,music intended to be performed by a musical instrument or group of instruments,musica_strumentale,YES,,,,,
wn:07038910n,bn:00046980n,n,instrumentation,the instruments called for in a musical score or arrangement for a band or orchestra,strumentazione,YES,,,,,
wn:07039056n,bn:00066410n,n,"realization, realisation",a musical composition that has been completed or enriched by someone other than the composer,realizzazione,YES,,,,,
wn:07039238n,bn:00066482n,n,recapitulation,(music) the section of a composition or movement (especially in sonata form) in which musical themes that were introduced earlier are repeated,"ricapitolazione, ripresa",YES,,,,,
wn:07039478n,bn:00020348n,n,"finale, coda",the closing section of a musical composition,"coda_musicale, coda, finale",YES,,,,,
wn:07039620n,bn:00047126n,n,intermezzo,a short piece of instrumental music composed for performance between acts of a drama or opera,intermezzo,YES,,,,,
wn:07039770n,bn:00002828n,n,allegro,a musical composition or musical passage to be performed quickly in a brisk lively manner,allegro,YES,,,,,
wn:07039949n,bn:00002826n,n,allegretto,a musical composition or musical passage to be performed at a somewhat quicker tempo than andante but not as fast as allegro,allegretto,YES,,,,,
wn:07040148n,bn:00003940n,n,andante,a musical composition or musical passage to be performed moderately slow,andante,YES,,,,,
wn:07040292n,bn:00047125n,n,intermezzo,a short movement coming between the major sections of a symphony,intermezzo,YES,,,,,
wn:07040413n,bn:00047292n,n,introit,a composition of vocal music that is appropriate for opening church services,introito,YES,,,,,
wn:07040543n,bn:00064150n,n,prelude,music that precedes a fugue or introduces an act in an opera,"preludio, preludi",YES,,,,,
wn:07040693n,bn:00018743n,n,chorale_prelude,a composition for organ using a chorale as a basis for variations,preludio_corale,YES,,,,,
wn:07040820n,bn:00059923n,n,overture,orchestral music played at the beginning of an opera or oratorio,"introduzione, ouverture, overtura, overture, preludio",YES,,,,,
wn:07040939n,bn:00072745n,n,solo,a musical composition for one voice or instrument (with or without accompaniment),"a_solo, assolo",YES,,,,,
wn:07041125n,bn:00080236n,n,voluntary,composition (often improvised) for a solo instrument (especially solo organ) and not a regular part of a religious service or musical performance,voluntary,YES,,,,,
wn:07041344n,bn:00063801n,n,postlude,a voluntary played at the end of a religious service,postludio,YES,,,,,
wn:07041451n,bn:00029059n,n,"duet, duette, duo",a musical composition for two performers,"duetto, duo",YES,,,,,
wn:07041595n,bn:00078313n,n,trio,a musical composition for three performers,"terzetto, trio",YES,,,,,
wn:07041688n,bn:00065610n,n,"quartet, quartette",a musical composition for four performers,quartetto,YES,,,,,
wn:07041795n,bn:00065730n,n,"quintet, quintette",a musical composition for five performers,quintetto,YES,,,,,
wn:07041902n,bn:00070694n,n,"sextet, sextette, sestet",a musical composition written for six performers,sestetto,YES,,,,,
wn:07042023n,bn:00070560n,n,"septet, septette",a musical composition written for seven performers,settetto,YES,,,,,
wn:07042137n,bn:00058610n,n,"octet, octette",a musical composition written for eight performers,ottetto,YES,,,,,
wn:07042249n,bn:00015343n,n,"cantata, oratorio",a musical composition for voices and orchestra based on a religious text,"cantata, cantate, oratorio",YES,,,,,
wn:07042405n,bn:00054527n,n,Messiah,an oratorio composed by Handel in 1742,"hwv_56, messiah",NO,,,,,
wn:07042498n,bn:00007935n,n,bagatelle,a light piece of music for piano,"bagatella, bagattella",YES,,,,,
wn:07042586n,bn:00027873n,n,"divertimento, serenade",a musical composition in several movements; has no fixed form,"divertimento, serenata",YES,,,,,
wn:07042862n,bn:00015323n,n,canon,a contrapuntal piece of music in which a melody in one part is imitated exactly in other parts,"canone, kanon",YES,,,,,
wn:07043026n,bn:00030910n,n,"enigma_canon, enigmatic_canon, enigmatical_canon, riddle_canon",a canon in which the entrances of successive parts were indicated by cryptic symbols and devices (popular in the 15th and 16th centuries),,YES,,,,,
wn:07043275n,bn:00021568n,n,concerto,a composition for orchestra and a soloist,concerto,YES,,,,,
wn:07043389n,bn:00021569n,n,concerto_grosso,a baroque composition for orchestra and a group of solo instruments,concerto_grosso,YES,,,,,
wn:07043518n,bn:00031755n,n,etude,a short composition for a solo instrument; intended as an exercise or to demonstrate technical virtuosity,"etude, studio, étude",YES,,,,,
wn:07043675n,bn:00036754n,n,fugue,a musical form consisting of a theme repeated a fifth above or a fourth below its first statement,fuga,YES,,,,,
wn:07043824n,bn:00045863n,n,"pastorale, pastoral, idyll, idyl",a musical composition that evokes rural life,pastorale,YES,,,,,
wn:07043968n,bn:00068216n,n,"rondo, rondeau",a musical form that is often the last movement of a sonata,"rondello, rondò",YES,,,,,
wn:07044088n,bn:00072789n,n,sonata,a musical composition of 3 or 4 movements of contrasting forms,sonata,YES,,,,,
wn:07044276n,bn:00062209n,n,piano_sonata,a sonata for piano,sonata_per_pianoforte,YES,,,,,
wn:07044353n,bn:00077456n,n,toccata,a baroque musical composition (usually for a keyboard instrument) with full chords and rapid elaborate runs in a rhythmically free style,toccata,YES,,,,,
wn:07044543n,bn:00033644n,n,fantasia,a musical composition of a free form usually incorporating several familiar themes,"fantasia_musicale, fantasia",YES,,,,,
wn:07044680n,bn:00072791n,n,sonatina,a short and simple sonata,sonatina,YES,,,,,
wn:07044760n,bn:00075673n,n,"symphony, symphonic_music",a long and complex sonata for symphony orchestra,sinfonia,YES,,,,,
wn:07044917n,bn:00056465n,n,"passage, musical_passage",a short section of a musical composition,"brano, passaggio, passo, pezzo",YES,,,,,
wn:07045245n,bn:00047288n,n,intro,a brief introductory passage to a piece of popular music,introduzione,YES,,,,,
wn:07045353n,bn:00056468n,n,"phrase, musical_phrase",a short musical passage,"frase_musicale, fraseggio, frase",YES,,,,,
wn:07045637n,bn:00059680n,n,ostinato,a musical phrase repeated over and over during a composition,"ostinato, basso_ostinato",YES,,,,,
wn:07045788n,bn:00067782n,n,riff,a jazz ostinato; usually provides a background for a solo improvisation,riff,YES,,,,,
wn:07045928n,bn:00014520n,n,cadence,the close of a musical section,cadenza,YES,,,,,
wn:07046218n,bn:00014522n,n,cadenza,a brilliant solo passage occurring near the end of a piece of music,cadenza,YES,,,,,
wn:07046339n,bn:00056157n,n,movement,a major self-contained part of a symphony or sonata,"movimento, tempo",YES,,,,,
wn:07046543n,bn:00050032n,n,largo,(music) a composition or passage that is to be performed in a slow and dignified manner,largo,YES,,,,,
wn:07046737n,bn:00050031n,n,larghetto,(music) a composition or passage played in a slow tempo slightly faster than largo but slower than adagio,larghetto,YES,,,,,
wn:07046917n,bn:00069583n,n,scherzo,a fast movement (usually in triple time),"badinage, badinerie, scherzo",YES,,,,,
wn:07047011n,bn:00075108n,n,suite,a musical composition of several movements only loosely connected,"suite_de_danses, suite",YES,,,,,
wn:07047165n,bn:00060814n,n,partita,(music) an instrumental suite common in the 18th century,partita,YES,,,,,
wn:07047275n,bn:00060813n,n,partita,one of the variations contained in a partita,partita,YES,,,,,
wn:07047373n,bn:00075674n,n,"symphonic_poem, tone_poem",an orchestral composition based on literature or folk tales,poema sinfonico,YES,,,,,
wn:07047505n,bn:00054166n,n,"medley, potpourri, pastiche",a musical composition consisting of a series of songs or other musical pieces from various sources,"medley, miscuglio, misto, pot-pourri, varietà",YES,,,,,
wn:07047679n,bn:00057845n,n,"nocturne, notturno",a pensive lyrical piece of music (especially for the piano),"notturni, notturno",YES,,,,,
wn:07047804n,bn:00001237n,n,adagio,(music) a composition played in adagio tempo (slowly and gracefully),adagio,YES,,,,,
wn:07048000n,bn:00072794n,n,"song, vocal",a short musical composition with words,"brano_musicale, brano, canto, canzonetta, canzone",YES,,,,,
wn:07048627n,bn:00074795n,n,study,a composition intended to develop one aspect of the performer's technique,studio,YES,,,,,
wn:07048782n,bn:00004716n,n,antiphony,alternate (responsive) singing by a choir in two parts,antifonia,YES,,,,,
wn:07048928n,bn:00004526n,n,anthem,a song of devotion or loyalty (as to a nation or school),"anthem, inno",YES,,,,,
wn:07049055n,bn:00056917n,n,national_anthem,a song formally adopted as the anthem for a nation,inno_nazionale,YES,,,,,
wn:07049205n,bn:00053539n,n,Marseillaise,the French national anthem,"inno_nazionale_francese, la_marseillaise, la_marsigliese, marsigliese",YES,,,,,
wn:07049291n,bn:00076787n,n,The_Star-Spangled_Banner,a poem written by Francis Scott Key during the War of 1812 was set to music and adopted by Congress in 1931 as the national anthem of the United States,"inno_nazionale_statunitense, the_star-spangled_banner, the_star_spangled_banner",NO,,,,,
wn:07049514n,bn:00005624n,n,aria,an elaborate song for solo voice,aria,YES,,,,,
wn:07049634n,bn:00005638n,n,"arietta, short_aria",a short aria,"arietta, motivetto",YES,,,,,
wn:07049713n,bn:00008153n,n,"ballad, lay",a narrative song with a recurrent refrain,ballata,YES,,,,,
wn:07049849n,bn:00055219n,n,minstrelsy,ballads sung by minstrels,"?giullerìa, ?arte_dei_menestrelli",YES,,,,,
wn:07049931n,bn:00008552n,n,"barcarole, barcarolle",a boating song sung by Venetian gondoliers,barcarola,YES,,,,,
wn:07050042n,bn:00017701n,n,"chantey, chanty, sea_chantey, shanty",a rhythmical work song originally sung by sailors,"cantilena, canto_dei_marinai, canto_marinaresco, celeuma, shanty",YES,,,,,
wn:07050177n,bn:00018783n,n,"refrain, chorus",the part of a song where a soloist is joined by a group of singers,"intercalare, refrain, ripresa, riprese, ritornelli, ritornello",YES,,,,,
wn:07050379n,bn:00077811n,n,"tra-la, tra-la-la",a set of nonsensical syllables used while humming a refrain,"tra-la, tra-la-la",YES,,,,,
wn:07050503n,bn:00027837n,n,ditty,a short simple song (or the words of a poem intended to be sung),"canzonettta, aria",YES,,,,,
wn:07050827n,bn:00028757n,n,drinking_song,a song celebrating the joys of drinking; sung at drinking parties,"brindisi, canto_ bacchico, ditirambo",YES,,,,,
wn:07050952n,bn:00035609n,n,"folk_song, folksong, folk_ballad",a song that is traditionally sung by the common people of a region and forms part of their culture,"canto_popolare, canzone_folk",YES,,,,,
wn:07051185n,bn:00011596n,n,blues,a type of folksong that originated among Black Americans at the beginning of the 20th century; has a melancholy sound from repeated use of blue notes,blues,YES,,,,,
wn:07051441n,bn:00032692n,n,fado,a sad Portuguese folksong,fado,YES,,,,,
wn:07051517n,bn:00011537n,n,blue_note,a flattened third or seventh,blue_note,YES,,,,,
wn:07051620n,bn:00051026n,n,lied,a German art song of the 19th century for voice and piano,"lieder, lied",YES,,,,,
wn:07051728n,bn:00052128n,n,"love_song, love-song",a song about love or expressing love for another person,canzone_d'amore,YES,,,,,
wn:07051851n,bn:00009999n,n,"lullaby, cradlesong, berceuse",a quiet song intended to lull a child to sleep,"berceuse, cantilena, ninna-nanna, ninna_nanna, ninnananna",YES,,,,,
wn:07052700n,bn:00040980n,n,"oldie, golden_oldie",a song that was formerly popular,,YES,,,,,
wn:07052799n,bn:00060833n,n,partsong,a song with two or more voice parts,brano_a_più_voci,YES,,,,,
wn:07052925n,bn:00052656n,n,madrigal,an unaccompanied partsong for 2 or 3 voices; follows a strict poetic form,"madrigale, madrigali",YES,,,,,
wn:07053089n,bn:00068381n,n,"round, troll",a partsong in which voices follow each other; one voice starts and others join in one after another until all are singing different parts of the song at the same time,"canone, round",YES,,,,,
wn:07053491n,bn:00068400n,n,roundelay,a song in which a line or phrase is repeated as the refrain,canto_con_ritornello,YES,,,,,
wn:07053606n,bn:00008435n,n,"scolion, banquet_song",a song (sometimes improvised) sung by guests at a banquet,scolio,YES,,,,,
wn:07053732n,bn:00070585n,n,serenade,a song characteristically played outside the house of a woman,serenata,YES,,,,,
wn:07053884n,bn:00077660n,n,torch_song,a popular song concerned with disappointment in love,torch_song ? musica leggera ?,YES,,,,,
wn:07053993n,bn:00081583n,n,work_song,a usually rhythmical song to accompany repetitious work,"canto_del_lavoro, canto_di_lavoro",YES,,,,,
wn:07054336n,bn:00008166n,n,ballet,music written for a ballet,balletto,YES,,,,,
wn:07054433n,bn:00025149n,n,dance_music,music to dance to,"ballabile, musica_da_ballo",YES,,,,,
wn:07054994n,bn:00009649n,n,beguine,music written in the bolero rhythm of the beguine dance,beguine,YES,,,,,
wn:07055103n,bn:00011854n,n,bolero,music written in the rhythm of the bolero dance,"bolero_latino_americano, bolero",YES,,,,,
wn:07055203n,bn:00016086n,n,carioca,music composed for dancing the carioca,carioca,YES,,,,,
wn:07055295n,bn:00021796n,n,conga,music composed for dancing the conga,"conga, tumbadora",YES,,,,,
wn:07055401n,bn:00035010n,n,flamenco,guitar music composed for dancing the flamenco,"ballerino_di_flamenco, flamenco",YES,,,,,
wn:07055502n,bn:00037537n,n,gavotte,music composed in quadruple time for dancing the gavotte,"gavotta, gavotte",YES,,,,,
wn:07055612n,bn:00042387n,n,habanera,music composed in duple time for dancing the habanera,habanera,YES,,,,,
wn:07055720n,bn:00044803n,n,hornpipe,music for dancing the hornpipe,hornpipe,YES,,,,,
wn:07055805n,bn:00040453n,n,"jig, gigue",music in three-four time for dancing a jig,giga,YES,,,,,
wn:07055923n,bn:00049875n,n,landler,music in triple time for dancing the landler,landler,YES,,,,,
wn:07056021n,bn:00053966n,n,mazurka,music composed for dancing the mazurka,"mazurca, mazurka",YES,,,,,
wn:07056113n,bn:00055232n,n,minuet,a stately piece of music composed for dancing the minuet; often incorporated into a sonata or suite,"menuetto, minuetti, minuetto",YES,,,,,
wn:07056265n,bn:00060869n,n,paso_doble,music in march time composed for dancing the paso doble; often played at bull fights,"paso-doble, paso_doble",YES,,,,,
wn:07056406n,bn:00061078n,n,"pavane, pavan",music composed for dancing the pavane,pavana,YES,,,,,
wn:07056504n,bn:00063360n,n,polka,music performed for dancing the polka,"polca, polka",YES,,,,,
wn:07056593n,bn:00065508n,n,quadrille,music for dancing the quadrille,quadriglio,YES,,,,,
wn:07056680n,bn:00066767n,n,reel,music composed for dancing a reel,reel,YES,,,,,
wn:07056764n,bn:00067670n,n,"rumba, rhumba",syncopated music in duple time for dancing the rumba,rumba,YES,,,,,
wn:07056895n,bn:00069055n,n,samba,music composed for dancing the samba,samba,YES,,,,,
wn:07057001n,bn:00069244n,n,saraband,music composed for dancing the saraband,sarabanda,YES,,,,,
wn:07057095n,bn:00069651n,n,schottische,music performed for dancing the schottische,chotis,YES,,,,,
wn:07057196n,bn:00070601n,n,"serialism, serial_music",20th century music that uses a definite order of notes as a thematic basis for a musical composition,"musica_seriale, serialismo, serie",YES,,,,,
wn:07057385n,bn:00075706n,n,syncopation,music (especially dance music) that has a syncopated rhythm,"contrattempo, controtempo, sincopato, sincope",YES,,,,,
wn:07057539n,bn:00000021n,n,"twelve-tone_music, 12-tone_music, twelve-tone_system, 12-tone_system",a type of serial music introduced by Arnold Schoenberg; uses a tone row formed by the twelve semitones of the chromatic scale (and inverted or backward versions of the row),"dodecafonia, musica_dodecafonica",YES,,,,,
wn:07057829n,bn:00076042n,n,tango,music written in duple time for dancing the tango,tango,YES,,,,,
wn:07057948n,bn:00076136n,n,tarantella,music composed in six-eight time for dancing the tarantella,tarantella,YES,,,,,
wn:07058064n,bn:00076342n,n,techno,a style of fast heavy electronic dance music usually without vocals,"musica_techno, techno_pop, techno_trance, techno",YES,,,,,
wn:07058184n,bn:00080426n,n,waltz,music composed in triple time for waltzing,"valtzer, valzer, walzer",YES,,,,,
wn:07058296n,bn:00053355n,n,"marching_music, march",genre of music written for marching,"marcia_funebre, marcia",YES,,,,,
wn:07058468n,bn:00053577n,n,"military_march, military_music, martial_music",brisk marching music suitable for troops marching in a military parade,"marcia_militare, musica_militare, musica_marziale",YES,,,,,
wn:07058668n,bn:00065699n,n,quickstep,military march accompanying quick time,quickstep,YES,,,,,
wn:07058762n,bn:00062215n,n,pibroch,martial music with variations; to be played by bagpipes,,NO,,,,,
